"","...1","...2","total_pop","no_rent_burden","rent_burden","severe_burden","median_income","commuters_by_public_transportation","cluster","deaths_per10000","confirmed_cases_per1000"
"760",760,760,-0.223329308178481,0.444285335180453,0.47646400149408,-0.0162821231749111,-0.315694642373247,-0.0953076086699352,4,14.6412884333821,115.875339887053
"761",761,761,0.966610046503943,0.522001173120834,0.381947020233481,0.382916285097266,0.10635631279066,-0.0372693565659483,4,14.5752378673381,80.7946767750655
"762",762,762,-0.0771703651689213,1.03857012019847,-0.79302473306583,0.0042746417119297,0.571581105045254,-0.0972042835752942,4,9.78150406504065,92.505081300813
"763",763,763,-0.0636747145950251,0.388460223898335,-0.128356526950513,0.633320860412424,-0.132625368490475,-0.0941274553954895,4,16.1296190741841,87.5971718592721
"764",764,764,-0.315372028589745,-0.728751729449437,-1.30138517565322,0.286107707185371,-0.157415999328768,-0.0988902168245022,4,26.6436799623854,69.8221142543688
"765",765,765,-0.307260915079183,-0.752193763832871,-0.491326387327196,1.22615051087927,0.731919277420915,-0.098637326837121,4,17.9916039181715,52.6421003531685
"766",766,766,-0.278518104558005,0.414880141962812,-0.744552843250339,-0.478177689046974,-0.318135566025018,-0.0985951785058908,4,19.1587564225377,70.6696856222242
"767",767,767,-0.182463163705854,0.849426101258017,0.304225023715523,0.171430389155968,1.0075148134786,-0.095476201994856,4,8.67565168267291,83.1046727463482
"768",768,768,-0.258995094923945,0.566650311411549,-0.356810820578648,-0.107378140072748,0.305215311545821,-0.098215843524819,4,15.1557873960242,94.5298181305512
"769",769,769,-0.225080817551866,0.378634082715916,-0.0647869091025586,0.144462859720372,-0.370691703402197,-0.0964877619443808,4,10.3275693138787,80.7139263300055
"770",770,770,0.371374934237074,0.740437787030739,0.0908678949419769,0.196936965696344,0.209943010262661,-0.082073032663652,4,16.9028798959216,115.338747511384
"771",771,771,0.608601530584055,-0.0112091787208368,0.190283232527776,0.483240528526275,-0.120191913639271,-0.0223909956416874,4,14.0350615941894,94.4332552780394
"772",772,772,-0.231321246824463,0.279536948435686,0.361805691745738,-0.356700572703045,-0.231177660930701,-0.098215843524819,4,11.3778271125295,80.1998057444152
"773",773,773,-0.192618306711954,-0.30055451326432,1.07083548333975,-0.373291633690712,0.165701269074325,-0.0955183503260862,4,17.7532511978097,100.551848049281
"774",774,774,-0.203354878602827,0.487027265973104,0.146719209726693,0.439899690480947,-0.0470404829502796,-0.0957290919822372,4,10.5073208616003,90.0888553872861
"775",775,775,0.0572372139210623,-0.69755524791323,0.148763309412426,1.83154192003958,-0.647507701285771,-0.0580906321936676,4,11.2991426452069,70.3996963894495
"776",776,776,-0.244834954196022,0.998706011272191,-1.11346435650413,0.93766824502455,0.0782094119311835,-0.0970778385816036,4,13.0059145944942,71.2228656365156
"777",777,777,-0.223184853797172,1.60164569840902,0.146787318024977,-0.420346566729891,0.257693579200418,-0.0960662786320788,4,13.3201002925198,79.6855411617217
"778",778,778,0.0534633432093358,0.739994565510689,0.55552169549998,-0.0678894713051858,0.239310372948023,-0.0776053095532507,4,11.0537630665054,80.5358028774599
"779",779,779,0.295200527612724,-0.347628169698786,0.933903371384874,0.995796637472476,-0.372369838412789,-0.0407255197268248,4,11.6041819051757,93.4769098778536
"780",780,780,0.177932460865185,0.564495438033388,1.07663305336698,-0.340072180319994,1.18806688484549,-0.0892803973040164,4,17.8094390026714,88.5785255659184
"781",781,781,-0.273776389491502,0.362668963738847,0.58390705748277,-0.954849337814037,0.130231597259538,-0.0987216234995814,4,15.2395073932205,102.804893117509
"782",782,782,-0.28702646761717,1.54664234350348,-0.920780059908155,-0.614892526184222,0.425888474580214,-0.0985951785058908,4,6.79281901989326,80.106744298884
"783",783,783,-0.31734744225416,-0.55388682431901,-0.354051525430281,0.756832815260831,-0.692207115658815,-0.0981736951935888,4,18.0121172425086,81.545767152448
